Table with row headers in column A and column headers in rows 4 through 5,,,,,,,,,,,,,,,
"Table A-2.
Households by Total Money Income, Race, and Hispanic Origin of Householder: 1967 to 2024",,,,,,,,,,,,,,,
"(Income in 2024 dollars, adjusted using the C-CPI-U (2000-2024) and R-CPI-U-RS (pre-2000). Households as of March of the following year. Information on confidentiality protection, sampling error, nonsampling error, and definitions is available at <https://www2.census.gov/programs-surveys/cps/techdocs/cpsmar25.pdf>)",,,,,,,,,,,,,,,
2015,"16,540",100,16.4,12.1,10.3,12.9,15.9,10.8,11.8,5.4,4.5,"47,530","1,087","70,010","1,824"
2014,"16,440",100,17.0,12.5,10.8,13.8,16.7,9.5,10.8,4.8,4.2,"45,560",976,"65,940","1,463"
2013 5,"16,010",100,17.4,11.5,11.2,13.7,16.5,9.9,10.9,4.6,4.2,"46,110","1,840","65,860","2,545"
2013 6,"16,110",100,16.9,13.2,10.3,14.1,16.4,9.9,10.8,4.6,3.7,"45,160","1,563","64,790","1,900"
2012,"15,870",100,17.8,12.7,11.5,12.9,16.4,10.2,10.9,4.5,3.3,"44,020","1,717","63,070","1,637"
2011,"15,580",100,18.5,12.8,10.9,13.4,15.4,10.3,10.7,4.2,3.7,"43,400","1,128","63,640","1,779"
2010 7,"15,270",100,18.6,12.2,10.9,13.2,16.3,10.3,10.7,4.5,3.4,"44,610","1,140","62,420","1,430"
2009 8,"14,730",100,16.1,12.1,10.6,14.8,16.4,10.4,11.9,4.2,3.4,"45,860",912,"64,810","1,216"
2008,"14,600",100,15.9,11.1,10.4,15.3,17.3,10.4,11.1,4.9,3.5,"47,970","1,017","65,240","1,148"
2007,"14,550",100,16.2,11.8,9.6,13.1,17.0,11.1,12.5,5.0,3.7,"49,290","1,136","67,770","1,243"
2006,"14,350",100,16.5,11.3,10.2,13.9,17.1,10.9,11.4,4.7,4.0,"47,650",591,"67,270","1,368"
2005,"14,000",100,16.8,12.3,10.3,13.2,16.5,11.6,10.9,4.7,3.6,"47,330",759,"65,120","1,163"
2004 9,"13,810",100,16.9,11.5,10.6,13.9,16.9,10.7,11.9,4.3,3.3,"47,500",813,"64,130","1,142"
2003,"13,630",100,16.5,12.1,10.1,13.7,16.7,11.0,11.8,4.8,3.3,"47,960","1,027","64,920","1,144"
2002,"13,470",100,16.2,12.1,10.2,13.9,17.2,10.4,11.6,4.5,3.7,"47,940","1,062","66,080","1,255"
BLACK,,,,,,,,,,,,,,,
2001,"13,320",100,15.5,10.9,10.6,13.7,17.3,11.5,12.6,4.8,3.1,"49,280",954,"65,630","1,139"
2000 10,"13,170",100,14.9,10.7,10.4,13.5,17.8,12.4,12.0,4.9,3.4,"50,720","1,105","66,990","1,117"
1999 11,"12,840",100,15.6,11.7,9.8,13.8,16.5,11.1,12.2,5.2,4.2,"49,370","1,513","68,030","1,606"
1998,"12,580",100,17.9,11.7,10.7,13.7,16.5,10.8,11.2,4.5,2.9,"45,770","1,179","61,630","1,354"
1997,"12,470",100,17.6,12.0,10.8,13.6,17.1,11.4,11.4,3.7,2.5,"45,840","1,297","60,320","1,424"
1996,"12,110",100,17.8,13.4,11.1,13.5,16.7,10.2,11.3,3.8,2.2,"43,890","1,421","60,680","1,949"
1995 12,"11,580",100,18.5,13.1,10.9,13.9,16.3,11.6,10.3,3.5,1.9,"42,960","1,206","58,330","1,641"
1994 13,"11,660",100,20.1,13.1,11.2,13.8,14.8,10.8,10.4,3.6,2.4,"41,300","1,263","57,460","1,357"
1993 14,"11,280",100,21.2,14.9,10.1,13.6,16.5,9.4,9.3,3.3,1.9,"39,200","1,274","54,650","1,492"
1992 15,"11,270",100,22.8,13.6,10.7,12.9,16.1,10.2,8.9,3.0,1.6,"38,570","1,296","52,340","1,167"
1991,"11,080",100,22.0,13.3,10.8,12.5,16.7,11.0,9.3,2.9,1.5,"39,660","1,370","52,810","1,134"
1990,"10,670",100,21.2,13.8,10.1,13.1,16.1,11.0,9.5,3.6,1.6,"40,820","1,532","54,230","1,204"
1989,"10,490",100,20.9,12.8,10.6,13.3,16.6,10.6,10.2,3.4,1.6,"41,440","1,387","54,990","1,229"
1988,"10,560",100,21.8,14.1,10.4,13.0,15.9,9.9,10.2,3.0,1.8,"39,250","1,346","53,770","1,291"
1987 16,"10,190",100,22.3,13.5,10.9,13.7,16.0,9.9,8.9,3.0,1.7,"38,880","1,224","52,500","1,188"
1986,"9,922",100,22.1,13.5,11.1,13.3,16.0,10.6,9.2,3.0,1.2,"38,680","1,249","51,890","1,160"
1985 17,"9,797",100,21.2,14.0,11.5,15.0,15.8,10.1,9.2,2.1,1.0,"38,630","1,235","50,400","1,076"
1984 18,"9,480",100,21.5,15.5,11.7,14.6,16.1,8.8,8.5,2.4,0.9,"36,310","1,148","48,430",980
1983,"9,236",100,23.1,15.3,11.6,14.3,15.6,9.6,8.0,2.0,0.5,"34,910","1,076","46,430",942
1982,"8,916",100,22.6,15.1,12.1,14.2,16.9,10.0,7.2,1.4,0.6,"35,020",924,"46,080",948
1981,"8,961",100,22.1,16.2,11.9,14.4,15.6,10.0,7.8,1.7,0.3,"35,090",970,"46,100",919
1980,"8,847",100,21.2,15.6,12.5,13.7,16.9,9.3,8.3,1.8,0.6,"36,590","1,135","47,490",962
1979 19,"8,586",100,19.7,15.4,11.9,14.9,15.7,11.0,8.8,2.0,0.5,"38,250","1,149","49,080",994
1978,"8,066",100,19.4,15.7,11.5,14.3,17.5,10.0,9.2,2.0,0.6,"38,890","1,353","49,700","1,067"
1977,"7,977",100,19.2,15.8,12.8,15.6,16.7,10.2,7.6,1.6,0.5,"37,180",821,"47,640",697
1976 20,"7,776",100,18.9,16.6,12.4,14.6,17.6,10.8,7.2,1.5,0.4,"37,150",758,"47,460",696
1975 21,"7,489",100,20.0,17.1,11.4,14.8,18.0,10.2,6.9,1.2,0.4,"36,810",891,"45,950",670
"1974 21, 22","7,263",100,18.9,15.9,12.5,16.1,17.7,9.6,7.8,1.2,0.3,"37,490",744,"46,620",682
1973,"7,040",100,18.1,16.2,11.6,15.8,18.0,11.2,7.0,1.4,0.7,"38,340",982,"47,610",778
1972 23,"6,809",100,19.3,15.4,13.3,15.3,17.1,10.5,7.2,1.3,0.6,"37,250",918,"47,060",826
1971 24,"6,578",100,20.3,15.3,13.2,16.2,17.8,9.4,6.4,1.0,0.4,"36,160",885,"44,810",757
1970,"6,180",100,20.6,14.7,12.0,16.2,18.7,9.1,7.1,1.1,0.4,"37,430",845,"45,700",812
1969,"6,053",100,20.7,14.2,12.5,17.6,18.4,9.7,5.6,0.9,0.3,"37,520",910,"44,660",781
1968,"5,870",100,21.0,15.5,13.8,16.4,18.4,8.6,5.3,0.8,0.3,"35,130",839,"42,790",742
1967 25,"5,728",100,22.1,17.4,13.3,17.8,15.7,8.2,3.9,1.2,0.5,"33,230",910,"39,930",733
ASIAN ALONE OR IN COMBINATION,,,,,,,,,,,,,,,
2024,"9,089",100,5.4,4.0,4.4,6.2,10.9,10.1,17.4,12.7,28.9,"120,900","3,244","169,300","5,122"
2023,"8,278",100,5.7,4.6,4.5,7.3,11.7,9.9,17.3,11.9,27.2,"115,200","3,886","161,900","5,182"
2022,"8,160",100,6.7,4.8,4.2,6.3,11.6,10.2,18.9,11.5,25.8,"116,600","4,033","157,400","5,068"
2021,"7,852",100,7.2,4.2,5.4,5.8,12.2,9.9,17.1,11.8,26.4,"116,000","3,110","158,200","5,588"
2020 3,"7,555",100,6.0,5.1,3.9,7.1,12.7,10.1,16.3,11.6,27.2,"113,900","4,266","158,500","5,074"
2019,"7,334",100,5.4,4.1,4.4,6.6,12.0,10.7,17.8,13.0,25.9,"117,700","3,328","159,500","5,264"
2018,"7,416",100,7.0,5.0,5.0,7.5,11.8,11.2,17.9,12.1,22.5,"106,800","2,990","146,300","4,340"
2017 4,"7,124",100,6.9,4.5,5.7,7.3,12.6,12.1,17.1,12.2,21.6,"101,600","2,272","142,900","5,261"
2017,"7,114",100,7.2,4.6,5.7,6.8,12.3,12.5,16.8,11.9,22.1,"101,600","2,378","142,700","4,968"
2016,"6,750",100,6.9,4.8,5.6,7.5,11.7,12.4,18.1,12.1,20.9,"103,200","2,375","136,500","3,722"
2015,"6,640",100,8.0,5.2,5.1,7.4,13.4,11.5,17.7,11.3,20.5,"98,870","2,964","135,400","4,659"
2014,"6,333",100,7.8,5.0,6.0,9.0,12.0,12.0,18.1,12.7,17.4,"96,310","4,194","126,300","4,080"
2013 5,"6,160",100,7.8,6.1,4.7,8.2,13.4,12.0,18.6,11.2,18.0,"94,600","6,854","131,900","9,070"
2013 6,"6,111",100,8.7,5.1,6.5,8.4,13.6,14.1,16.8,11.0,15.8,"87,940","3,912","119,200","4,864"
2012,"5,872",100,7.8,5.1,6.5,8.2,14.3,13.5,17.5,11.1,16.0,"90,080","3,775","121,200","4,116"
2011,"5,705",100,8.1,5.9,6.7,9.6,13.5,12.1,19.4,10.8,13.8,"87,530","3,465","115,500","4,548"
2010 7,"5,550",100,7.9,5.5,7.5,8.3,13.8,12.9,16.6,11.4,16.1,"88,210","3,346","116,200","3,673"
2009 8,"4,940",100,8.4,5.5,5.7,9.3,13.8,11.6,17.9,10.9,17.0,"91,600","3,323","126,800","4,098"
2008,"4,805",100,7.8,5.7,6.8,8.9,13.8,10.7,18.0,12.0,16.3,"91,920","3,259","121,000","3,429"
2007,"4,715",100,7.2,5.6,5.4,8.0,14.0,11.5,20.1,11.4,16.8,"95,740","3,314","122,900","3,457"
2006,"4,664",100,6.6,5.2,5.2,8.9,14.6,11.9,18.0,12.0,17.6,"95,250","3,965","130,500","4,492"
2005,"4,500",100,7.7,5.9,5.4,7.8,12.5,14.2,18.3,12.2,16.0,"93,640","1,839","122,700","3,522"
2004 9,"4,346",100,7.3,5.7,5.7,8.4,13.7,14.1,18.4,11.6,15.2,"90,670","3,006","120,200","3,731"
2003,"4,235",100,9.4,6.6,6.7,6.6,13.9,12.2,18.6,11.5,14.4,"89,400","3,279","112,300","3,178"
2002,"4,079",100,7.2,5.6,6.6,9.6,14.5,13.5,17.8,11.7,13.5,"86,350","2,149","114,700","3,589"
ASIAN ALONE,,,,,,,,,,,,,,,
2024,"8,304",100,5.4,3.9,4.5,6.0,10.9,10.2,16.9,12.8,29.3,"121,700","3,993","170,300","5,343"
2023,"7,655",100,5.8,4.6,4.6,7.2,11.4,9.8,17.2,11.8,27.6,"115,800","4,295","162,300","5,438"
2022,"7,609",100,7.1,4.6,4.3,6.1,11.5,10.2,18.6,11.6,25.9,"115,900","4,142","157,400","5,275"
2021,"7,276",100,7.2,4.4,5.5,5.8,12.0,9.7,16.9,11.5,26.9,"116,400","3,293","159,500","5,906"
2020 3,"7,002",100,6.0,5.2,4.1,7.1,12.8,9.8,16.1,11.8,27.1,"114,200","4,564","157,600","4,927"
2019,"6,853",100,5.5,4.1,4.4,6.7,11.8,10.1,18.0,12.9,26.4,"119,000","3,718","161,300","5,381"
2018,"6,981",100,7.1,5.0,4.8,7.6,11.8,11.0,17.9,12.1,22.8,"107,200","3,450","147,400","4,574"
2017 4,"6,750",100,6.9,4.6,5.5,7.1,12.6,12.1,17.3,12.2,21.8,"102,100","2,231","143,600","5,434"
2017,"6,735",100,7.2,4.8,5.5,6.6,12.1,12.6,16.9,11.9,22.3,"102,000","2,462","143,200","5,069"
2016,"6,392",100,6.9,4.7,5.5,7.5,11.4,12.4,18.2,12.1,21.3,"104,000","2,447","137,900","3,822"
2015,"6,328",100,7.9,4.9,5.0,7.5,13.3,11.5,17.9,11.1,20.7,"99,390","3,596","135,800","4,719"
2014,"6,040",100,8.0,5.1,6.1,8.9,11.9,12.0,17.7,12.9,17.4,"95,630","4,461","125,600","4,065"
2013 5,"5,818",100,8.0,6.0,4.9,7.8,13.4,12.2,18.2,11.4,18.1,"94,490","7,219","132,100","9,590"
2013 6,"5,759",100,8.7,5.2,6.6,8.6,13.5,14.2,16.3,11.2,15.7,"87,550","3,693","118,500","4,952"
2012,"5,560",100,7.8,5.2,6.5,8.2,14.0,13.3,17.8,11.1,16.0,"90,680","4,108","120,800","3,990"
2011,"5,374",100,8.0,5.8,6.7,9.7,13.5,12.2,19.4,10.9,13.7,"87,710","3,471","115,300","4,592"
2010 7,"5,212",100,8.1,5.4,7.5,8.2,13.3,12.8,16.6,11.5,16.6,"89,230","3,598","117,400","3,874"
2009 8,"4,687",100,8.4,5.5,5.7,9.2,13.5,11.9,17.8,11.1,17.1,"92,150","2,934","127,800","4,272"
2008,"4,573",100,7.9,5.7,6.8,8.8,13.9,10.6,17.9,11.9,16.5,"92,020","3,196","120,800","3,466"
2007,"4,494",100,7.2,5.7,5.4,7.9,13.9,11.3,20.2,11.5,16.8,"96,070","3,311","123,600","3,586"
2006,"4,454",100,6.7,5.3,5.2,9.0,14.3,11.8,17.9,11.8,18.0,"95,750","4,105","131,600","4,659"
2005,"4,273",100,7.7,6.1,5.3,7.8,12.1,14.5,18.2,12.3,16.0,"93,710","1,797","122,900","3,565"
2004 9,"4,123",100,7.2,5.7,5.8,8.4,13.5,14.0,18.3,11.6,15.4,"90,760","3,173","120,800","3,842"
2003,"4,040",100,9.6,6.5,6.6,6.4,13.9,12.3,18.5,11.6,14.7,"90,110","2,911","113,200","3,297"
2002,"3,917",100,7.2,5.6,6.7,9.7,14.3,13.4,17.7,11.8,13.8,"86,910","2,502","115,700","3,711"
ASIAN AND PACIFIC ISLANDER,,,,,,,,,,,,,,,
2001,"4,071",100,6.9,5.5,6.5,8.7,14.8,12.8,18.3,11.6,15.0,"89,680","3,521","122,300","4,750"
2000 10,"3,963",100,6.4,5.0,5.8,8.3,15.0,11.6,21.0,10.6,16.3,"95,330","2,675","124,500","4,250"
1999 11,"3,742",100,7.4,5.8,5.0,8.5,16.7,11.5,19.0,9.7,16.5,"90,140","5,226","119,200","4,970"
1998,"3,308",100,7.9,5.5,6.0,9.6,15.8,13.2,18.9,11.5,11.5,"84,200","3,855","108,700","5,165"
1997,"3,125",100,7.9,6.8,5.5,9.5,15.7,12.8,19.4,11.3,10.9,"82,810","3,787","107,800","5,494"
1996,"2,998",100,8.7,6.9,6.0,9.4,16.4,13.0,18.4,10.9,10.4,"80,890","4,769","105,700","6,236"
1995 12,"2,777",100,8.2,7.8,7.0,8.1,17.0,14.8,18.6,8.8,9.7,"77,920","3,216","106,000","7,032"
1994 13,"2,040",100,8.4,6.9,7.1,9.8,15.4,13.4,19.8,8.9,10.4,"79,510","4,956","103,200","6,051"
1993 14,"2,233",100,9.9,7.8,6.8,10.7,13.9,11.2,20.0,10.6,9.1,"76,960","6,226","100,800","6,679"
1992 15,"2,262",100,7.9,7.6,6.9,10.0,15.6,15.5,18.1,9.6,8.8,"77,740","3,691","96,350","4,357"
1991,"2,094",100,8.2,6.6,6.0,11.2,17.0,12.4,19.8,9.0,9.9,"76,860","4,080","97,590","4,732"
1990,"1,958",100,7.0,6.5,6.8,8.8,14.7,16.0,19.7,10.5,10.1,"84,030","4,095","101,400","4,724"
1989,"1,988",100,5.7,7.5,5.9,9.7,16.6,14.5,20.3,10.0,9.8,"82,740","3,679","102,900","4,923"
1988,"1,913",100,7.2,6.9,8.3,9.0,17.7,13.4,18.3,10.3,9.0,"77,190","5,218","96,510","4,742"
1987 16,N,100,8.4,7.9,8.4,9.6,13.3,14.9,18.0,10.8,8.8,"79,950","4,889",N,N
AMERICAN INDIAN AND ALASKA NATIVE ALONE OR IN COMBINATION,,,,,,,,,,,,,,,
2024,"2,618",100,12.7,9.0,7.1,11.7,18.5,12.2,13.9,7.1,7.8,"62,760","3,578","88,750","7,270"
2023,"2,597",100,10.2,8.8,9.4,9.8,20.6,11.5,14.5,6.6,8.7,"62,640","3,141","93,140","7,892"
2022,"2,464",100,10.7,9.5,8.3,13.1,17.4,13.9,15.4,5.5,6.2,"61,890","4,196","81,430","4,556"
2021,"2,475",100,14.1,8.9,8.7,12.2,17.3,10.4,14.4,6.4,7.5,"58,880","1,616","84,010","5,585"
2020 3,"2,333",100,9.2,10.8,8.7,11.8,16.2,15.1,13.7,7.0,7.7,"64,930","4,368","89,010","5,682"
2019,"2,350",100,10.5,9.1,8.2,14.0,15.5,11.9,16.3,6.6,7.9,"61,810","2,449","84,310","4,722"
2018,"2,481",100,12.4,11.2,8.6,12.3,17.5,12.6,12.8,7.0,5.6,"58,130","4,326","78,480","4,161"
2017 4,"2,514",100,12.6,9.5,10.5,13.5,16.5,11.7,13.4,5.0,7.3,"55,930","5,377","80,030","4,434"
2017,"2,510",100,12.2,11.2,8.5,12.8,16.6,12.4,14.1,5.8,6.3,"56,470","4,930","79,280","4,187"
2016,"2,443",100,12.8,9.8,9.8,13.2,17.9,11.2,12.4,5.8,7.1,"54,320","3,269","82,450","5,597"
2015,"2,436",100,14.0,10.5,9.4,13.0,16.4,12.3,12.6,6.7,5.1,"55,090","4,559","76,160","4,596"
2014,"2,247",100,13.1,11.5,11.2,11.2,17.5,12.0,11.9,6.5,5.0,"53,890","2,963","73,400","3,181"
2013 5,"2,041",100,15.1,13.0,9.1,12.0,12.3,13.8,12.4,5.8,6.4,"51,920","7,310","81,020","13,240"
2013 6,"2,119",100,13.3,12.0,10.3,15.2,17.4,12.2,11.1,4.7,3.7,"48,890","3,178","66,330","4,276"
2012,"2,233",100,15.1,11.8,11.7,12.8,18.3,10.3,11.3,4.9,3.8,"48,440","2,359","66,220","3,407"
2011,"2,162",100,13.0,11.3,11.3,15.1,17.7,11.2,11.4,4.3,4.9,"49,440","3,131","69,100","3,399"
2010 7,"2,040",100,14.4,12.2,9.8,12.7,16.6,11.0,12.5,7.0,3.7,"51,600","5,097","69,330","3,800"
2009 8,"1,820",100,13.3,10.5,9.9,14.4,16.8,12.3,12.4,6.1,4.4,"52,250","2,996","74,060","3,745"
2008,"1,932",100,12.4,8.7,10.6,14.5,16.7,12.8,14.0,5.7,4.7,"55,600","3,317","75,610","4,467"
2007,"1,919",100,13.3,10.5,8.6,12.9,18.2,11.5,14.6,5.7,4.6,"55,620","2,850","74,230","3,504"
2006,"1,848",100,12.4,10.4,10.2,13.5,18.9,10.5,12.7,6.2,5.3,"54,150","2,819","74,610","3,697"
2005,"1,873",100,14.0,9.7,9.3,13.6,15.2,13.8,13.4,6.1,5.0,"55,550","3,063","75,270","3,333"
2004 9,"1,894",100,10.8,10.1,10.3,13.0,17.3,12.5,15.0,5.2,5.9,"56,740","3,451","80,570","5,543"
2003,"1,752",100,10.7,11.6,9.8,12.0,16.4,12.3,15.1,6.8,5.3,"58,370",N,"78,010",N
2002,"1,651",100,11.6,11.0,8.6,13.6,20.7,11.9,12.4,5.5,4.6,"56,190",N,"75,630",N
AMERICAN INDIAN AND ALASKA NATIVE ALONE,,,,,,,,,,,,,,,
2024,"1,505",100,13.3,10.0,8.2,12.4,17.6,11.6,13.3,6.3,7.2,"59,050","5,824","87,820","12,150"
2023,"1,414",100,11.5,7.6,9.9,11.3,20.5,11.3,14.5,6.7,6.7,"58,760","3,982","84,800","7,691"
2022,"1,371",100,11.4,9.3,9.9,15.0,16.4,12.5,13.7,5.4,6.2,"56,290","5,300","80,190","6,438"
2021,"1,430",100,13.3,10.1,8.3,12.4,17.8,11.2,12.5,7.0,7.4,"58,670","2,907","83,930","8,871"
2020 3,"1,377",100,9.9,12.8,8.5,12.9,17.3,13.7,11.5,5.6,7.8,"58,620","5,391","83,390","6,986"
2019,"1,329",100,12.5,8.5,8.1,14.0,16.7,11.4,16.7,5.2,6.8,"59,850","4,689","80,030","5,549"
2018,"1,331",100,13.3,11.9,8.4,13.2,18.4,11.1,12.5,6.3,4.7,"53,840","5,757","75,750","5,630"
2017 4,"1,327",100,15.4,9.3,11.4,14.9,15.5,11.0,10.6,5.0,6.9,"48,190","6,095","75,850","6,594"
2017,"1,326",100,15.0,12.3,7.9,13.4,15.6,11.7,11.6,6.4,6.0,"51,720","5,264","77,630","6,925"
2016,"1,314",100,13.8,10.8,9.1,13.1,19.0,9.8,12.9,5.2,6.4,"53,210","3,005","80,860","8,761"
2015,"1,417",100,15.5,9.4,10.2,13.8,15.7,12.9,11.3,5.8,5.2,"51,430","5,427","72,110","4,589"
2014,"1,264",100,13.9,10.3,11.5,12.1,16.2,12.9,12.5,6.2,4.4,"53,420","3,631","72,630","4,097"
2013 5,"1,045",100,16.4,14.4,10.1,13.8,10.6,13.8,11.8,5.3,3.8,"44,850","8,485","64,540","7,650"
2013 6,"1,108",100,13.9,14.1,10.2,15.9,19.0,11.1,9.6,3.2,3.0,"46,430","3,565","60,510","4,452"
2012,"1,196",100,19.0,11.2,11.1,12.7,18.8,10.2,9.8,3.9,3.3,"45,430","3,994","62,440","5,353"
2011,"1,108",100,15.1,12.4,12.9,14.2,17.2,10.5,9.6,3.9,4.3,"43,940","4,067","63,250","4,779"
2010 7,"1,036",100,16.5,13.9,9.3,14.2,13.6,11.7,12.0,5.6,3.2,"44,450","5,225","63,190","5,290"
2009 8,907,100,15.2,11.9,9.6,15.2,15.0,13.1,12.3,4.6,3.2,"48,550","2,615","67,490","4,980"
2008,977,100,14.0,9.6,12.3,15.6,14.7,11.8,14.3,4.1,3.5,"49,440","3,940","70,380","7,404"
2007,943,100,16.2,9.2,9.4,14.3,20.0,11.2,12.4,3.9,3.4,"51,810","4,057","66,460","4,935"
2006,888,100,15.3,11.5,10.6,14.5,20.0,9.4,10.2,4.0,4.5,"48,060","3,253","66,400","5,257"
2005,817,100,16.0,10.9,9.1,12.6,16.0,13.4,11.7,6.2,4.1,"52,020","4,911","70,040","4,770"
2004 9,824,100,14.0,10.6,12.2,13.4,17.6,9.9,13.2,4.5,4.7,"50,000","3,530","70,210","6,462"
2003,754,100,15.0,11.1,11.1,10.1,16.2,10.2,12.7,7.4,6.1,"52,180",N,"75,080",N
2002,764,100,12.7,10.4,8.1,14.6,22.1,10.7,13.2,5.4,2.9,"54,050",N,"67,520",N
AMERICAN INDIAN AND ALASKA NATIVE,,,,,,,,,,,,,,,
2001,"1,229",100,12.6,9.6,9.8,15.1,17.6,12.3,12.4,6.1,4.6,"53,650",N,"73,730",N
2000 10,"1,041",100,13.6,10.6,10.8,11.6,18.4,13.0,13.6,5.4,3.0,"53,560",N,"70,910",N
1999 11,961,100,15.3,11.6,10.2,10.9,16.8,14.9,11.4,5.3,3.6,"53,390",N,"68,670",N
1998,775,100,11.8,10.8,7.4,13.8,19.5,15.0,12.3,6.0,3.4,"56,920",N,"70,540",N
1997,823,100,11.7,14.1,9.6,12.6,19.4,11.1,13.3,4.8,3.4,"51,760",N,"67,830",N
1996,851,100,17.2,14.0,8.8,17.6,12.5,8.5,15.3,3.3,2.9,"44,350",N,"66,460",N
1995 12,763,100,15.6,13.5,13.0,15.8,15.2,10.2,11.9,4.0,0.8,"41,550",N,"56,790",N
1994 13,547,100,15.1,9.8,10.7,12.8,18.9,14.4,11.6,4.8,1.8,"51,590",N,"64,090",N
1993 14,614,100,15.0,10.4,13.2,12.9,20.8,12.3,7.9,5.8,1.8,"48,750",N,"59,830",N
1992 15,752,100,16.2,11.0,11.0,15.5,18.2,10.4,13.0,2.4,2.3,"46,570",N,"58,810",N
1991,608,100,13.9,11.1,10.5,13.9,19.5,12.2,14.8,2.6,1.5,"50,640",N,"61,220",N
1990,530,100,14.8,12.5,10.5,11.9,21.4,13.5,7.9,5.6,1.9,"50,230",N,"61,670",N
1989,511,100,17.2,16.4,11.3,13.6,17.1,10.8,9.6,3.0,1.1,"39,740",N,"54,020",N
1988,469,100,13.6,17.7,11.8,18.5,12.3,13.2,9.1,3.6,0.2,"39,470",N,"53,000",N
1987 16,469,100,18.4,13.8,11.7,14.2,16.6,12.2,8.9,2.7,1.6,"42,480",N,"54,280",N
TWO OR MORE RACES,,,,,,,,,,,,,,,
2024,"2,823",100,9.4,6.6,5.2,11.4,15.8,11.1,16.8,8.5,15.2,"79,800","7,502","113,800","7,400"
2023,"2,778",100,8.9,8.7,6.8,9.7,18.6,12.1,14.6,7.9,12.7,"70,640","4,390","110,300","8,928"
2022,"2,482",100,8.4,7.8,6.3,10.8,18.1,14.9,15.0,7.5,11.3,"74,060","4,343","104,300","7,626"
2021,"2,330",100,10.6,5.6,8.4,10.3,16.3,10.6,17.0,10.3,11.0,"73,460","5,762","103,900","6,055"
2020 3,"2,242",100,8.5,7.0,6.8,9.6,13.1,14.6,18.3,8.3,13.8,"83,400","3,865","121,600","9,189"
2019,"2,269",100,6.8,7.7,8.8,11.5,15.2,13.2,14.0,9.7,13.1,"74,610","3,949","107,000","6,704"
2018,"2,207",100,9.1,9.2,9.0,10.9,16.0,13.5,14.6,8.0,9.7,"68,340","4,396","96,490","6,746"
2017 4,"2,086",100,8.8,8.1,9.7,11.3,17.7,12.8,15.2,6.3,10.1,"66,880","4,823","94,390","5,397"
2017,"2,094",100,8.5,7.6,9.0,12.6,16.7,12.9,16.8,6.8,9.2,"67,680","5,642","94,440","5,368"
2016,"2,015",100,8.6,8.7,9.4,11.2,18.0,13.3,13.6,7.9,9.2,"65,680","3,115","93,650","5,929"
2015,"1,870",100,12.2,9.7,8.4,10.6,17.3,12.1,13.6,8.4,7.7,"63,900","3,695","91,180","7,883"
2014,"1,793",100,11.2,9.7,10.6,10.9,17.0,11.9,14.2,7.1,7.5,"59,990","3,271","86,810","5,743"
2013 5,"1,843",100,9.1,8.9,8.8,12.4,17.6,11.0,15.5,6.2,10.4,"63,240","7,405","107,800","20,240"
2013 6,"1,860",100,12.0,8.8,9.4,13.3,15.8,11.9,14.8,6.7,7.2,"59,980","3,401","83,970","5,779"
2012,"1,776",100,11.3,10.3,10.6,11.3,17.6,11.1,13.6,7.4,6.8,"58,540","3,035","82,170","5,387"
2011,"1,764",100,11.1,9.5,9.4,14.1,16.5,11.3,14.5,6.2,7.5,"58,950","5,341","83,190","4,785"
2010 7,"1,810",100,11.9,9.7,9.3,12.0,18.6,10.5,13.9,7.9,6.3,"58,070","2,588","82,680","5,166"
2009 8,"1,484",100,11.7,8.3,9.3,13.2,17.8,11.5,13.5,6.8,7.9,"59,310","2,663","85,120","4,335"
2008,"1,465",100,10.4,7.9,8.2,13.2,17.5,12.9,14.8,7.9,7.1,"62,770","4,438","87,090","5,449"
2007,"1,457",100,10.5,10.3,7.5,11.5,16.8,11.7,15.9,7.4,8.3,"62,280","5,005","85,720","3,923"
2006,"1,393",100,8.8,8.5,8.3,11.9,18.3,12.5,15.7,9.0,7.2,"66,400","4,749","88,600","5,542"
2005,"1,506",100,10.5,8.2,9.5,13.3,15.2,13.5,15.2,7.3,7.3,"63,880","4,063","87,650","5,617"
2004 9,"1,517",100,8.8,9.0,8.3,11.7,18.0,14.4,16.3,6.6,6.8,"65,760","2,684","89,230","6,478"
2003,"1,407",100,7.1,10.9,9.1,13.1,16.2,13.9,16.9,7.0,5.9,"66,000",N,"84,080",N
2002,"1,243",100,10.2,10.6,8.3,12.5,19.1,13.5,13.1,6.5,6.5,"60,450",N,"86,810",N
HISPANIC (ANY RACE),,,,,,,,,,,,,,,
2024,"21,100",100,8.4,6.7,8.0,11.7,17.9,13.0,15.9,8.3,10.2,"70,950","1,001","99,340","2,253"
2023,"19,860",100,8.4,7.4,8.2,12.2,18.7,12.5,15.7,8.1,8.7,"67,240","1,292","93,750","2,087"
2022,"19,320",100,9.4,7.4,8.6,11.8,18.3,13.4,16.0,7.1,7.9,"66,950","1,701","90,830","1,917"
2021,"19,230",100,9.7,7.2,8.7,12.1,18.2,12.2,15.7,7.4,9.0,"66,570","1,820","92,860","1,897"
2020 3,"18,340",100,8.6,8.1,7.9,13.5,17.5,13.6,15.6,7.0,8.3,"66,480","1,390","90,300","1,687"
2019,"17,670",100,8.4,7.2,8.2,13.0,18.0,13.3,15.9,7.5,8.5,"68,010","1,421","90,970","1,964"
